Stethoscope	ECG
0.639648	0.017395
0.431824	0.0219727
0.154114	0.0271606
-0.115662	0.0311279
-0.3125	0.0341797
-0.402832	0.0363159
-0.398254	0.0387573
-0.32196	0.0418091
-0.228271	0.0436401
-0.224609	0.0442505
-0.205383	0.045166
-0.163269	0.045166
-0.0973511	0.0445557
-0.00457764	0.045166
0.0927734	0.0460815
0.157166	0.0469971
0.170288	0.0473022
0.317383	0.0479126
0.669861	0.0488281
0.531311	0.050354
-0.21637	0.0524902
-0.925598	0.0540161
-0.978394	0.0552368
-0.481262	0.0567627
0.18158	0.0588989
0.795593	0.0613403
1.09192	0.0646973
0.999451	0.0686646
0.625305	0.0714111
0.156555	0.0735474
-0.233765	0.0756836
-0.489197	0.0784302
-0.609436	0.0814819
-0.63446	0.0839233
-0.444031	0.085144
-0.132751	0.0866699
-0.224609	0.088501
-0.458679	0.0906372
-0.504456	0.093689
-0.329285	0.0982666
-0.0125122	0.104065
0.328979	0.109863
0.592041	0.115662
0.700684	0.121765
0.631409	0.128174
0.441895	0.134583
0.195618	0.140076
-0.017395	0.145264
-0.163269	0.149536
-0.218811	0.153503
-0.206604	0.158081
-0.162659	0.163574
-0.098877	0.169983
-0.0308228	0.176392
0.0146484	0.181274
0.0265503	0.185852
0.0149536	0.19165
-0.0088501	0.197754
-0.0360107	0.202637
-0.017395	0.205688
0.00366211	0.207825
0.0332642	0.209351
0.0549316	0.211487
-0.00183105	0.214539
-0.103455	0.218506
-0.202026	0.223999
-0.208435	0.229492
-0.141602	0.235901
-0.0445557	0.24231
0.0512695	0.248413
0.127258	0.253296
0.177002	0.255737
0.178528	0.254822
0.108643	0.250549
0.0216675	0.243835
-0.0210571	0.235291
-0.0640869	0.226746
-0.135498	0.217896
-0.173035	0.20874
-0.11261	0.19928
-0.00762939	0.189209
0.0942993	0.179443
0.159302	0.171204
0.171204	0.163879
0.135498	0.157166
0.0732422	0.150452
0.0268555	0.142822
-0.00396729	0.134583
-0.0247192	0.125732
-0.0378418	0.117493
-0.0445557	0.109863
-0.0259399	0.104065
-0.00366211	0.0991821
-0.0201416	0.0949097
-0.0564575	0.090332
-0.0772095	0.0869751
-0.0753784	0.0842285
-0.0415039	0.0817871
0.00183105	0.0793457
0.00549316	0.0775146
-0.0213623	0.0753784
-0.0442505	0.0726318
-0.0411987	0.0692749
-0.0140381	0.0662231
0.0161743	0.0643921
0.0320435	0.0628662
0.0247192	0.0616455
-0.00335693	0.0601196
-0.0378418	0.0588989
-0.0744629	0.0585938
-0.102539	0.0595093
-0.128479	0.0610352
-0.19043	0.0631714
-0.306396	0.0650024
-0.462341	0.0646973
-0.220337	0.062561
0.541382	0.0595093
1.33362	0.0564575
1.58417	0.0537109
1.11694	0.0524902
0.193787	0.0524902
-0.681458	0.0521851
-1.16455	0.0515747
-1.22742	0.0524902
-0.969849	0.0546265
-0.551758	0.0579834
-0.15686	0.0616455
0.155334	0.0643921
0.417175	0.0656128
0.557861	0.065918
0.586853	0.0665283
0.525818	0.0674438
0.405884	0.0668335
0.237122	0.0653076
0.0158691	0.0637817
-0.213928	0.0634766
-0.392151	0.0640869
-0.467224	0.0662231
-0.44342	0.0686646
-0.335999	0.071106
-0.210571	0.072937
-0.0881958	0.0747681
0.038147	0.0769043
0.15564	0.0796509
0.230713	0.0823975
0.212402	0.0845337
0.13855	0.085144
0.0704956	0.0836182
0.0274658	0.0817871
-0.0119019	0.0808716
-0.0253296	0.0811768
0.012207	0.0814819
0.0665283	0.0817871
0.101929	0.0820923
0.0952148	0.083313
0.0747681	0.0839233
0.0283813	0.0842285
-0.0286865	0.0848389
-0.0869751	0.0863647
-0.125122	0.0875854
-0.125122	0.088501
-0.0979614	0.0888062
-0.0537109	0.0888062
-0.0250244	0.0878906
0.00427246	0.0875854
0.0372314	0.088501
0.0570679	0.0906372
0.0292969	0.0915527
-0.0180054	0.0909424
-0.0588989	0.0891113
-0.0448608	0.0869751
-0.00335693	0.0839233
0.00488281	0.0827026
-0.0228882	0.0827026
-0.0378418	0.0839233
-0.0167847	0.0842285
0.055542	0.0836182
0.107727	0.0836182
0.135193	0.0854492
0.126343	0.0872803
0.0875854	0.088501
0.0421143	0.0888062
-0.00640869	0.0875854
-0.0384521	0.0848389
-0.0509644	0.0817871
-0.0531006	0.0787354
-0.0604248	0.0762939
-0.0482178	0.0741577
-0.0161743	0.0726318
0.0216675	0.0720215
0.0494385	0.0717163
0.0674438	0.0717163
0.101624	0.0720215
0.101624	0.0732422
0.0491333	0.0741577
-0.0241089	0.0738525
-0.0921631	0.072937
-0.141602	0.0717163
-0.150757	0.0701904
-0.119629	0.0686646
-0.104675	0.0674438
-0.0796509	0.0671387
-0.020752	0.065918
0.0106812	0.0634766
0.010376	0.0601196
0.00518799	0.0592041
0.0158691	0.0598145
0.0231934	0.0613403
0.045166	0.062561
0.0610352	0.0631714
0.0482178	0.0631714
0.0146484	0.0634766
-0.00488281	0.0665283
0.00213623	0.071106
0.00732422	0.072937
-0.000610352	0.0720215
0.0134277	0.0692749
0.0299072	0.0656128
0.0375366	0.0640869
0.0375366	0.0634766
0.0186157	0.0619507
-0.0180054	0.0588989
-0.0552368	0.0552368
-0.0479126	0.0540161
0.0106812	0.0549316
0.0741577	0.0558472
0.102234	0.0561523
0.113525	0.0585938
0.083313	0.0616455
0.0125122	0.0640869
-0.0619507	0.065918
-0.101013	0.0674438
-0.110168	0.0689697
-0.107117	0.0714111
-0.106812	0.0753784
-0.0714111	0.0793457
-0.0283813	0.0830078
-0.0170898	0.0866699
-0.0134277	0.0900269
0.0308228	0.0933838
0.067749	0.0967407
0.0872803	0.0994873
0.0848389	0.101929
0.098877	0.10437
0.0894165	0.107422
0.0384521	0.111694
-0.00732422	0.116577
-0.0338745	0.120239
-0.0805664	0.123901
-0.124512	0.127869
-0.113525	0.13031
-0.0354004	0.132141
0.0418091	0.133362
0.0759888	0.134583
0.101624	0.134888
0.150146	0.134277
0.134888	0.133667
0.0546265	0.133972
-0.00152588	0.135498
-0.032959	0.138245
-0.0924683	0.141602
-0.179138	0.144043
-0.20813	0.144653
-0.157776	0.144348
-0.0726318	0.143738
-0.0292969	0.141296
0.00854492	0.137024
0.0344849	0.13092
0.0344849	0.123901
0.00610352	0.116272
0.0140381	0.108032
0.0296021	0.0997925
0.0369263	0.0918579
0.00671387	0.0839233
0.0180054	0.0772095
0.0341797	0.071106
0.0509644	0.0646973
0.0646973	0.0582886
0.10437	0.0521851
0.110779	0.0460815
0.0576782	0.0405884
-0.0253296	0.0363159
-0.0463867	0.0326538
-0.0405884	0.0296021
-0.0479126	0.0271606
-0.0537109	0.0253296
-0.0338745	0.0244141
-0.0213623	0.0231934
-0.0128174	0.0210571
0.017395	0.0186157
0.0656128	0.0177002
0.0854492	0.0183105
0.0546265	0.0192261
0.0213623	0.0195313
0.00976563	0.0195313
-0.000915527	0.0192261
-0.0473022	0.0183105
-0.0683594	0.0161743
-0.0439453	0.0115967
-0.0186157	0.00579834
-0.0326538	0.0012207
-0.0140381	-0.000305176
0.0442505	0.0012207
0.0714111	0.00610352
0.0286865	0.017395
-0.00640869	0.038147
-0.17395	0.0726318
-0.341797	0.125122
-0.353699	0.195007
-0.180054	0.278931
0.00915527	0.372314
0.151367	0.473328
0.293274	0.580444
0.462036	0.691223
0.514221	0.798645
0.372009	0.892639
0.115356	0.960999
-0.118408	0.993347
-0.286865	0.983887
-0.347595	0.931702
-0.275574	0.837708
-0.108032	0.708008
0.0152588	0.550537
0.0534058	0.376282
0.0640869	0.198669
0.067749	0.0320435
0.0112915	-0.112305
-0.093689	-0.224609
-0.159302	-0.299683
-0.180969	-0.335693
-0.204468	-0.335693
-0.290833	-0.307007
-0.4776	-0.258789
-0.645752	-0.2005
-0.515747	-0.141296
0.0393677	-0.0888062
0.859375	-0.0460815
1.54816	-0.0140381
1.82129	0.00701904
1.61835	0.0186157
1.02264	0.0234985
0.187073	0.0238037
-0.653076	0.022583
-1.25366	0.020752
-1.54724	0.0186157
-1.60217	0.0161743
-1.47614	0.0143433
-1.14349	0.0128174
-0.645142	0.0109863
-0.103455	0.010376
0.400391	0.0112915
0.841064	0.0119019
1.1322	0.0128174
1.21704	0.0134277
1.08429	0.0140381
0.807495	0.0158691
0.447388	0.0183105
0.0759888	0.020752
-0.232849	0.0231934
-0.446777	0.0259399
-0.610962	0.0286865
-0.721436	0.0308228
-0.727234	0.032959
-0.584106	0.0357056
-0.312195	0.038147
0.0286865	0.0393677
0.375977	0.0384521
0.638733	0.0369263
0.713196	0.0357056
0.580444	0.0344849
0.32196	0.0344849
0.0366211	0.0350952
-0.214539	0.0354004
-0.402222	0.0357056
-0.470886	0.0375366
-0.410461	0.039978
-0.307922	0.0424194
-0.195923	0.0448608
-0.0494385	0.0469971
0.0875854	0.0482178
0.139771	0.0494385
0.121765	0.0512695
0.101929	0.0531006
0.0836182	0.0540161
0.039978	0.0549316
-0.0125122	0.0561523
0.00335693	0.0567627
0.0622559	0.0582886
0.0845337	0.0616455
0.0549316	0.0668335
0.0552368	0.0717163
0.0665283	0.0747681
0.085144	0.0765991
0.125427	0.0790405
0.171509	0.0827026
0.161438	0.0860596
0.108337	0.0881958
0.0604248	0.0891113
0.0119019	0.0897217
-0.0805664	0.0909424
-0.196533	0.0924683
-0.258789	0.0939941
-0.273743	0.0961304
-0.266418	0.0994873
-0.227966	0.104065
-0.144043	0.108643
-0.0906372	0.113831
-0.0671387	0.119934
-0.0146484	0.126038
0.0878906	0.131836
0.158691	0.137024
0.161438	0.141602
0.137024	0.146179
0.108643	0.150757
0.0473022	0.15564
-0.0213623	0.160522
-0.0271606	0.165405
0.00457764	0.170898
-0.00152588	0.176392
-0.0216675	0.18219
0.0106812	0.189209
0.0509644	0.196838
0.050354	0.203247
0.038147	0.207825
0.057373	0.212402
0.0750732	0.219116
0.0476074	0.22583
0.0213623	0.230408
0.0216675	0.233765
0.0256348	0.236206
0.00427246	0.238647
-0.0149536	0.241394
-0.0372314	0.243835
-0.0537109	0.245361
-0.071106	0.245667
-0.0631714	0.245972
-0.072937	0.245667
-0.0820923	0.245361
-0.0674438	0.245361
0.012207	0.244141
0.0775146	0.242615
0.0976563	0.241394
0.083313	0.240173
0.0592041	0.237427
0.00213623	0.232849
-0.0692749	0.227051
-0.071106	0.220642
-0.0241089	0.213623
0	0.205688
-0.0247192	0.196533
-0.017395	0.186768
0.0180054	0.176697
0.0469971	0.166321
0.0384521	0.15564
0.0537109	0.144348
0.0619507	0.134583
0.0418091	0.127563
0.00366211	0.123291
-0.00427246	0.119324
-0.00671387	0.115356
-0.0268555	0.111694
-0.043335	0.108337
-0.00946045	0.10376
0.0286865	0.0994873
0.0289917	0.0952148
0.00274658	0.0909424
-0.0180054	0.0866699
-0.032959	0.0817871
-0.0485229	0.0765991
-0.0460815	0.0717163
-0.0143433	0.0689697
0.00274658	0.0686646
-0.0402832	0.0704956
-0.115051	0.072937
-0.170288	0.0750732
-0.181885	0.0769043
-0.174866	0.078125
-0.167847	0.0793457
-0.231323	0.0805664
-0.326233	0.0802612
-0.435791	0.0787354
-0.17334	0.0769043
0.580139	0.0750732
1.35956	0.0735474
1.64246	0.0714111
1.25061	0.0692749
0.37384	0.067749
-0.525513	0.0665283
-1.08978	0.0668335
-1.24298	0.0680542
-1.03821	0.0686646
-0.632629	0.0695801
-0.244141	0.0717163
0.0158691	0.0744629
0.212708	0.0775146
0.353699	0.0796509
0.444031	0.0808716
0.45166	0.0814819
0.448914	0.0817871
0.39032	0.0820923
0.270996	0.0823975
0.0756836	0.0836182
-0.108948	0.085144
-0.24353	0.0857544
-0.308228	0.0869751
-0.349731	0.0888062
-0.368347	0.0906372
-0.272522	0.0924683
-0.123596	0.093689
-0.0106812	0.093689
0.0302124	0.0927734
0.0665283	0.0912476
0.102234	0.0900269
0.135498	0.0891113
0.150146	0.0881958
0.160828	0.0881958
0.167542	0.0888062
0.17395	0.0900269
0.15686	0.0912476
0.115356	0.0918579
0.0476074	0.0918579
-0.0131226	0.0918579
0.0778198	0.0927734
0.0891113	0.093689
-0.219116	0.0942993
-0.463562	0.0942993
-0.455933	0.0939941
-0.242004	0.0949097
-0.0250244	0.09552
0.0631714	0.0952148
0.122986	0.0942993
0.227051	0.093689
0.293884	0.0933838
0.238342	0.0921631
0.0787354	0.0900269
-0.101929	0.0878906
-0.221863	0.0854492
-0.260925	0.0823975
-0.232544	0.0796509
-0.174561	0.0784302
-0.124207	0.0784302
-0.0933838	0.0787354
-0.0448608	0.0793457
0.0311279	0.0799561
0.1297	0.0820923
0.221558	0.0842285
0.310669	0.0866699
0.327454	0.0894165
0.254822	0.0912476
0.198059	0.0912476
0.122986	0.0900269
-0.0109863	0.0881958
-0.135193	0.0866699
-0.159607	0.0857544
-0.136719	0.0839233
-0.127563	0.0799561
-0.148315	0.0753784
-0.187073	0.0717163
-0.177612	0.0692749
-0.1651	0.067749
-0.118103	0.0656128
-0.0289917	0.0631714
0.0802612	0.0610352
0.176697	0.0595093
0.239563	0.0595093
0.234375	0.0604248
0.181885	0.0610352
0.142822	0.0619507
0.128174	0.0640869
0.107422	0.065918
0.0650024	0.0668335
0.00152588	0.0674438
-0.0701904	0.0671387
-0.141296	0.0662231
-0.191956	0.0656128
-0.201416	0.0650024
-0.172119	0.0653076
-0.140991	0.0668335
-0.112	0.0680542
-0.0814819	0.0695801
-0.0479126	0.071106
-0.020752	0.0732422
0.010376	0.0753784
0.032959	0.0765991
0.0317383	0.0762939
0.0158691	0.0741577
0.0228882	0.0720215
0.0375366	0.0704956
0.0701904	0.0689697
0.126038	0.067749
0.178223	0.0665283
0.193787	0.0653076
0.175781	0.0650024
0.116882	0.0662231
0.022583	0.0686646
-0.0817871	0.0704956
-0.162048	0.0714111
-0.170593	0.0717163
-0.165405	0.0723267
-0.157776	0.0738525
-0.162964	0.0775146
-0.148621	0.0830078
-0.106812	0.0894165
-0.0427246	0.09552
-0.0112915	0.100708
0.00854492	0.105286
0.045166	0.109863
0.09552	0.115051
0.142212	0.120544
0.151672	0.124817
0.1474	0.127258
0.132141	0.128174
0.119019	0.128784
0.102844	0.13031
0.0637817	0.132141
0.00274658	0.133667
-0.0335693	0.135498
-0.0439453	0.137634
-0.0366211	0.140686
-0.0292969	0.142822
-0.0286865	0.143738
-0.0283813	0.144348
-0.0256348	0.144653
-0.0274658	0.144043
-0.0457764	0.142822
-0.0497437	0.142517
-0.03479	0.142517
-0.043335	0.140686
-0.0619507	0.13855
-0.0680542	0.135803
-0.0405884	0.132141
0.00274658	0.126343
0.027771	0.119629
0.0396729	0.113831
0.0485229	0.108032
0.0466919	0.102234
0.0408936	0.09552
0.043335	0.0875854
0.0454712	0.0790405
0.0332642	0.0701904
0.000305176	0.062561
-0.039978	0.0564575
-0.0692749	0.0509644
-0.0811768	0.0454712
-0.0805664	0.0402832
-0.0708008	0.0363159
-0.065918	0.0323486
-0.0460815	0.0280762
-0.0112915	0.0247192
0.0192261	0.0222778
0.0390625	0.0201416
0.0784302	0.0180054
0.111694	0.017395
0.114441	0.0170898
0.108032	0.0167847
0.0738525	0.0161743
0.032959	0.0164795
-0.00549316	0.0180054
-0.0100708	0.0198364
-0.0143433	0.0213623
-0.00366211	0.020752
-0.0146484	0.017395
-0.0271606	0.012207
-0.0668335	0.00793457
-0.0854492	0.00640869
-0.0592041	0.00610352
-0.0280762	0.00793457
-0.00732422	0.0149536
-0.0253296	0.0308228
-0.0256348	0.0592041
-0.0167847	0.10376
0.00152588	0.166626
0.00793457	0.245972
-0.00244141	0.336609
-0.0268555	0.434875
-0.0415039	0.53833
-0.0305176	0.645142
-0.0457764	0.751648
-0.0582886	0.85083
-0.0445557	0.929871
0.00305176	0.976257
0.055542	0.982361
0.0839233	0.946045
0.122681	0.868225
0.18158	0.752869
0.22522	0.606995
0.213928	0.440674
0.150757	0.266418
0.0427246	0.0982666
-0.0756836	-0.0534058
-0.189209	-0.178833
-0.299377	-0.270386
-0.378723	-0.324097
-0.362549	-0.340576
-0.25238	-0.325012
-0.209045	-0.28595
-0.297241	-0.231628
-0.350342	-0.170898
-0.131226	-0.114746
0.368652	-0.0689697
0.955811	-0.0354004
1.35468	-0.0119019
1.40289	0.00305176
1.06262	0.010376
0.440063	0.0125122
-0.259399	0.0112915
-0.84137	0.00793457
-1.19324	0.00427246
-1.33331	0.0012207
-1.31958	-0.000915527
-1.14899	-0.00244141
-0.800171	-0.00335693
-0.283203	-0.00366211
0.285339	-0.00305176
0.780945	-0.00213623
1.12885	-0.0012207
1.25854	0.000610352
1.15448	0.00335693
0.817871	0.00579834
0.344543	0.00793457
-0.126343	0.0100708
-0.488281	0.0119019
-0.693054	0.0128174
-0.798035	0.0137329
-0.827942	0.0146484
-0.786743	0.0149536
-0.637207	0.0143433
-0.35675	0.0137329
0.0421143	0.0149536
0.483398	0.0177002
0.836487	0.0219727
0.993347	0.0256348
0.938721	0.0286865
0.702515	0.0317383
0.350037	0.03479
-0.0100708	0.0372314
-0.292664	0.0372314
-0.491943	0.0357056
-0.599976	0.0341797
-0.608826	0.032959
-0.523376	0.0326538
-0.360718	0.0326538
-0.168457	0.0323486
0.015564	0.0326538
0.125732	0.03479
0.176697	0.0390625
0.185242	0.0436401
0.171814	0.0473022
0.127869	0.0509644
0.0704956	0.0537109
0.0622559	0.0564575
0.0875854	0.0576782
0.126648	0.0579834
0.141296	0.0585938
0.180664	0.0604248
0.222778	0.062561
0.246887	0.0643921
0.209045	0.0650024
0.0915527	0.0653076
-0.0387573	0.0671387
-0.176086	0.0708008
-0.275574	0.0753784
-0.342712	0.0793457
-0.357056	0.0830078
-0.350342	0.0872803
-0.326233	0.0912476
-0.27832	0.0952148
-0.213928	0.0991821
-0.111694	0.102234
0.00427246	0.10437
0.110168	0.105591
0.164185	0.106812
0.192566	0.108032
0.201416	0.110168
0.209351	0.114441
0.212097	0.120239
0.2005	0.125427
0.184326	0.130615
0.166321	0.137024
0.130615	0.144653
0.0726318	0.152893
0.015564	0.160828
-0.0152588	0.167847
-0.0161743	0.17395
-0.0384521	0.179443
-0.0747681	0.184021
-0.10437	0.189514
-0.0997925	0.195313
-0.0717163	0.201416
-0.0701904	0.207825
-0.0775146	0.213928
-0.0964355	0.219727
-0.102844	0.224609
-0.102234	0.229187
-0.0897217	0.233459
-0.0509644	0.236816
0.0143433	0.238647
0.0952148	0.238953
0.140076	0.238342
0.158691	0.237122
0.148926	0.235901
0.119324	0.234375
0.110474	0.231934
0.0827026	0.230408
0.0222778	0.229492
-0.0335693	0.227966
-0.0775146	0.225525
-0.120544	0.221252
-0.172119	0.215149
-0.210266	0.209045
-0.217896	0.202942
-0.173035	0.195007
-0.0894165	0.184326
0.00152588	0.17334
0.0750732	0.162354
0.112305	0.151672
0.109253	0.140991
0.0912476	0.132141
0.0814819	0.124207
0.0717163	0.116882
0.067749	0.109558
0.0869751	0.103149
0.108337	0.0976563
0.10437	0.0927734
0.0817871	0.088501
0.067749	0.0839233
0.0531006	0.0793457
0.0259399	0.0753784
-0.0296021	0.0726318
-0.0869751	0.0708008
-0.118103	0.0698853
-0.144043	0.0686646
-0.15625	0.0668335
-0.169373	0.0640869
-0.16449	0.0601196
-0.16449	0.057373
-0.169983	0.057373
-0.166321	0.0579834
-0.15564	0.0576782
-0.153503	0.0561523
-0.197754	0.0540161
-0.234985	0.0531006
-0.109558	0.0549316
0.492249	0.0582886
1.24451	0.0613403
1.60065	0.0628662
1.34094	0.0631714
0.585022	0.0628662
-0.3125	0.0628662
-0.981445	0.062561
-1.28876	0.0619507
-1.24817	0.0601196
-0.97168	0.0582886
-0.593872	0.057373
-0.227661	0.0570679
0.0726318	0.0567627
0.280762	0.0552368
0.379333	0.0537109
0.420532	0.0537109
0.415955	0.0549316
0.416565	0.0564575
0.404968	0.0576782
0.338135	0.0588989
0.249634	0.06073
0.120544	0.0631714
-0.0241089	0.065918
-0.166626	0.0686646
-0.271606	0.0720215
-0.292969	0.0747681
-0.281677	0.0778198
-0.255432	0.0802612
-0.231934	0.083313
-0.170288	0.0869751
-0.0588989	0.0897217
0.0396729	0.0900269
0.127563	0.0897217
0.176697	0.090332
0.19928	0.0921631
0.2005	0.0939941
0.148621	0.093689
0.0701904	0.0915527
-0.0256348	0.0894165
-0.105896	0.0878906
-0.136108	0.0863647
-0.106201	0.0845337
-0.0430298	0.0830078
0.0170898	0.0820923
0.104675	0.0802612
0.187683	0.0790405
0.213623	0.0793457
0.175171	0.0805664
0.0811768	0.0823975
-0.0149536	0.0845337
-0.0875854	0.0866699
-0.134277	0.0878906
-0.183716	0.0878906
-0.245972	0.0875854
-0.264893	0.0863647
-0.249023	0.0839233
-0.22522	0.0808716
-0.166931	0.078125
-0.0686646	0.0759888
0.0546265	0.0741577
0.163574	0.0720215
0.23407	0.0701904
0.254822	0.0695801
0.233459	0.0704956
0.210876	0.0723267
0.181274	0.0732422
0.147095	0.0732422
0.093689	0.072937
0.00640869	0.072937
-0.0875854	0.072937
-0.177612	0.0720215
-0.267029	0.071106
-0.305176	0.071106
-0.00915527	0.0720215
0.203552	0.0732422
0.0408936	0.0747681
-0.13855	0.0747681
-0.118103	0.0735474
-0.0177002	0.072937
0.0753784	0.0726318
0.101013	0.0720215
0.0585938	0.071106
0.0109863	0.0686646
-0.00427246	0.0653076
0.0286865	0.0622559
0.0793457	0.0598145
0.110474	0.0598145
0.117493	0.0604248
0.115662	0.0610352
0.093689	0.0613403
0.0274658	0.0622559
-0.0616455	0.0634766
-0.134888	0.065918
-0.161743	0.0674438
-0.148315	0.0680542
-0.13916	0.067749
-0.120544	0.0665283
-0.0820923	0.0646973
-0.0521851	0.0619507
-0.032959	0.0592041
-0.00793457	0.0579834
0.0314331	0.0579834
0.0622559	0.0579834
0.0830078	0.057373
0.0952148	0.057373
0.107422	0.0588989
0.109253	0.0628662
0.0906372	0.0680542
0.0683594	0.0726318
0.0500488	0.0772095
0.0143433	0.0817871
-0.0558472	0.0872803
-0.128174	0.0927734
-0.16571	0.0982666
-0.15625	0.10376
-0.109558	0.109558
-0.0491333	0.115662
-0.00183105	0.121155
0.012207	0.126038
0.00915527	0.130005
0.0170898	0.132446
0.0311279	0.134583
0.0323486	0.136719
0.00732422	0.138855
-0.0210571	0.140686
-0.0234985	0.142822
0.0012207	0.145874
0.0274658	0.149536
0.043335	0.154114
0.0518799	0.158997
0.0656128	0.162964
0.0946045	0.166016
0.118103	0.168152
0.121155	0.168762
0.0997925	0.166321
0.0656128	0.161743
0.0262451	0.155029
0.0088501	0.1474
-0.00457764	0.138245
-0.0302124	0.128479
-0.0595093	0.119629
-0.11261	0.112
-0.158997	0.10437
-0.145874	0.0967407
-0.0506592	0.0888062
0.0643921	0.0820923
0.13031	0.0765991
0.128174	0.071106
0.0488281	0.0650024
-0.0668335	0.0579834
-0.152893	0.0515747
-0.167847	0.0439453
-0.121155	0.0366211
-0.0640869	0.0323486
-0.0280762	0.0305176
-0.0219727	0.0289917
-0.0192261	0.0271606
-0.0201416	0.0259399
-0.0445557	0.0253296
-0.00640869	0.0250244
0.0872803	0.0262451
0.180359	0.0271606
0.275879	0.0271606
0.167847	0.0265503
-0.126038	0.0250244
-0.302734	0.0238037
-0.317078	0.0219727
-0.192261	0.0192261
0.0189209	0.0140381
0.230103	0.00701904
0.376587	0.000610352
0.402222	-0.00305176
0.266418	-0.00305176
0.281372	0.00152588
0.205383	0.0115967
-0.0137329	0.0292969
-0.26001	0.0588989
-0.384216	0.104065
-0.382996	0.16571
-0.334778	0.242615
-0.257263	0.331726
-0.154419	0.428772
-0.043335	0.530396
0.0445557	0.634155
0.100403	0.737305
0.154114	0.83374
0.196533	0.913086
0.213928	0.961914
0.193481	0.971375
0.144958	0.939331
0.107727	0.86731
0.0949097	0.760193
0.0967407	0.625
0.093689	0.46875
0.0640869	0.302124
-0.00488281	0.136719
-0.112915	-0.0152588
-0.235596	-0.142212
-0.347595	-0.235901
-0.426331	-0.293274
-0.444641	-0.315552
-0.371094	-0.307007
-0.258179	-0.274658
-0.245972	-0.227966
-0.284424	-0.176697
-0.17334	-0.128479
0.188599	-0.0881958
0.684814	-0.0567627
1.07666	-0.0338745
1.20544	-0.0192261
1.05652	-0.0119019
0.700989	-0.00915527
0.241699	-0.00854492
-0.223083	-0.0088501
-0.609436	-0.00854492
-0.872192	-0.00732422
-1.0144	-0.00488281
-1.06262	-0.00152588
-0.991516	0.0012207
-0.718689	0.00396729
-0.191345	0.00640869
0.480652	0.00793457
1.04004	0.00946045
1.26099	0.0109863
1.07391	0.0125122
0.611267	0.0131226
0.0750732	0.0134277
-0.391541	0.0143433
-0.709534	0.0161743
-0.856628	0.0183105
-0.858154	0.0201416
-0.735474	0.0213623
-0.500183	0.0222778
-0.185242	0.0228882
0.17395	0.0228882
0.522461	0.0231934
0.776367	0.0241089
0.873108	0.0247192
0.79834	0.0234985
0.58197	0.020752
0.304871	0.0183105
0.0491333	0.0177002
-0.155029	0.0186157
-0.304871	0.0204468
-0.40741	0.0222778
-0.455017	0.0241089
-0.431213	0.0259399
-0.35614	0.0289917
-0.25177	0.0326538
-0.123901	0.0350952
0.0128174	0.0366211
0.132751	0.0375366
0.199585	0.0387573
0.198669	0.0402832
0.137024	0.0418091
0.0460815	0.0427246
-0.0271606	0.0427246
-0.0646973	0.0424194
-0.0732422	0.043335
-0.0524902	0.0454712
0.0106812	0.0473022
0.0961304	0.0488281
0.164795	0.0506592
0.209656	0.0531006
0.214233	0.055542
0.161743	0.0579834
0.0778198	0.0610352
-0.00549316	0.0643921
-0.0927734	0.0680542
-0.18219	0.0726318
-0.254517	0.0778198
-0.289307	0.0823975
-0.289917	0.0863647
-0.265198	0.088501
-0.207214	0.0894165
-0.121155	0.0900269
-0.0335693	0.090332
0.0366211	0.0909424
0.0891113	0.0933838
0.125427	0.0970459
0.142212	0.0997925
0.150757	0.102844
0.151367	0.107422
0.132751	0.113525
0.120239	0.121155
0.121155	0.128784
0.125122	0.135193
0.122681	0.140991
0.116272	0.145569
0.128784	0.148926
0.138245	0.151367
0.113525	0.153503
0.0613403	0.15564
0.00183105	0.157776
-0.0537109	0.159912
-0.115051	0.162964
-0.18158	0.166931
-0.23468	0.171814
-0.248718	0.177002
-0.20874	0.18219
-0.142212	0.186462
-0.0817871	0.19104
-0.0305176	0.195618
0.00671387	0.198975
0.03479	0.201721
0.0515747	0.204163
0.0427246	0.205383
0.0198364	0.205688
0.00946045	0.207214
0.0238037	0.20874
0.050354	0.209351
0.0784302	0.20813
0.090332	0.205078
0.0827026	0.201111
0.0576782	0.197144
0.0250244	0.191956
-0.0228882	0.184631
-0.0708008	0.176086
-0.0973511	0.167236
-0.110474	0.158386
-0.110779	0.148926
-0.0881958	0.138245
-0.0552368	0.128174
-0.00549316	0.12085
0.0628662	0.115967
0.102844	0.111084
0.131836	0.105896
0.164185	0.100708
0.201721	0.09552
0.170898	0.0894165
0.0827026	0.0823975
-0.0421143	0.0756836
-0.118713	0.0689697
-0.0732422	0.0619507
0.0152588	0.0543213
-0.0897217	0.0463867
-0.239563	0.0390625
-0.296021	0.0326538
-0.245056	0.027771
-0.10498	0.0238037
0.0387573	0.0222778
0.127869	0.0228882
0.149536	0.0238037
0.093689	0.0250244
-0.0405884	0.0268555
-0.288696	0.0296021
-0.537415	0.0317383
-0.533752	0.032959
0.09552	0.0335693
1.05286	0.03479
1.66107	0.0354004
1.604	0.0344849
0.964355	0.0317383
0.0537109	0.0286865
-0.777283	0.0262451
-1.3266	0.0250244
-1.51825	0.0247192
-1.35284	0.0241089
-0.970154	0.0241089
-0.527344	0.0247192
-0.0991821	0.0265503
0.292358	0.0289917
0.592041	0.0311279
0.75592	0.0326538
0.786133	0.0335693
0.699768	0.0344849
0.541992	0.03479
