Stethoscope	ECG
1.37085	0.108337
1.41541	0.114136
1.09924	0.114746
0.544739	0.11261
-0.1474	0.109863
-0.752563	0.106812
-1.11267	0.10437
-1.18774	0.102844
-1.13037	0.102234
-0.942383	0.102234
-0.613098	0.103149
-0.146179	0.103455
0.33783	0.102844
0.778809	0.102234
1.08459	0.103149
1.16211	0.10498
0.951538	0.106506
0.517273	0.107422
0.0167847	0.108337
-0.458374	0.109253
-0.783691	0.110779
-0.935364	0.11322
-0.889587	0.116272
-0.713806	0.119324
-0.431824	0.12207
-0.111389	0.124207
0.245972	0.126648
0.578613	0.128784
0.812988	0.1297
0.86792	0.1297
0.758972	0.129089
0.536194	0.127563
0.246277	0.126038
-0.0262451	0.124817
-0.258484	0.123596
-0.402222	0.122375
-0.471497	0.12085
-0.446167	0.119324
-0.37262	0.118103
-0.305176	0.117493
-0.231934	0.117798
-0.149231	0.118713
-0.0863647	0.119629
-0.0564575	0.119629
-0.0466919	0.119019
-0.012207	0.118408
0.0479126	0.118408
0.0939941	0.119629
0.132751	0.121765
0.176697	0.122681
0.205078	0.12207
0.20874	0.121765
0.187378	0.122681
0.158691	0.124817
0.126343	0.126648
0.100403	0.127563
0.0604248	0.127869
0.0161743	0.129089
-0.0244141	0.13031
-0.0683594	0.131531
-0.0918579	0.132446
-0.0939941	0.133972
-0.0961304	0.136719
-0.0964355	0.138855
-0.104675	0.140076
-0.11261	0.140991
-0.0964355	0.142517
-0.0634766	0.144348
-0.0384521	0.146484
-0.0247192	0.149536
-0.00213623	0.153503
0.0280762	0.157471
0.065918	0.161133
0.0964355	0.163879
0.111389	0.166016
0.126343	0.167542
0.128479	0.169067
0.0891113	0.169678
0.0384521	0.169067
-0.0109863	0.167542
-0.0582886	0.16571
-0.0805664	0.164185
-0.102844	0.163269
-0.129395	0.162964
-0.113831	0.164795
-0.0549316	0.168762
0.00488281	0.17395
0.0332642	0.178528
0.0524902	0.182495
0.0582886	0.187683
0.0531006	0.192566
0.0271606	0.195007
-0.00427246	0.195313
-0.022583	0.194092
-0.0219727	0.19165
-0.0106812	0.188599
-0.00610352	0.184937
-0.0247192	0.180359
-0.0531006	0.175171
-0.03479	0.170898
0.00671387	0.167542
0.0466919	0.16449
0.0778198	0.160522
0.111694	0.155029
0.128784	0.148621
0.146484	0.142517
0.140686	0.135498
0.0463867	0.127258
-0.104675	0.118103
-0.204163	0.108948
-0.238342	0.0991821
-0.210266	0.088501
-0.201721	0.078125
-0.231018	0.0686646
-0.0982666	0.0601196
0.150452	0.0515747
0.310669	0.043335
0.263977	0.0350952
0.0720215	0.0271606
-0.112915	0.0195313
-0.166016	0.0125122
-0.148926	0.00610352
-0.113831	0.0012207
-0.108643	-0.00366211
-0.015564	-0.00946045
0.223694	-0.015564
0.544128	-0.0216675
0.652466	-0.0265503
0.350647	-0.0296021
-0.0830078	-0.0323486
-0.325012	-0.0363159
-0.426331	-0.0405884
-0.54657	-0.0439453
-0.699463	-0.0469971
-0.772095	-0.0494385
-0.608215	-0.0521851
0.140381	-0.055542
1.12793	-0.0598145
1.64764	-0.0631714
1.46942	-0.0662231
0.778809	-0.0695801
-0.102234	-0.072937
-0.775146	-0.0747681
-1.06812	-0.0759888
-0.984192	-0.0772095
-0.70282	-0.0790405
-0.409241	-0.0808716
-0.159607	-0.0820923
0.0543213	-0.0830078
0.188599	-0.0839233
0.24353	-0.085144
0.282898	-0.0869751
0.321045	-0.088501
0.335999	-0.090332
0.306091	-0.0924683
0.211487	-0.0939941
0.0616455	-0.0949097
-0.0881958	-0.09552
-0.206909	-0.0973511
-0.303955	-0.0994873
-0.334167	-0.101318
-0.286865	-0.103149
-0.187378	-0.10437
-0.113525	-0.105286
-0.0271606	-0.106201
0.098877	-0.107117
0.222168	-0.108643
0.329895	-0.110474
0.369263	-0.112
0.338745	-0.11322
0.269165	-0.114441
0.179138	-0.115356
0.0378418	-0.117188
-0.0790405	-0.119629
-0.159607	-0.122681
-0.203857	-0.124817
-0.254822	-0.125732
-0.263062	-0.126038
-0.209961	-0.125427
-0.119934	-0.124207
-0.0527954	-0.12207
0.000915527	-0.118103
0.0701904	-0.112915
0.101013	-0.108032
0.0906372	-0.10376
0.0421143	-0.100098
0.00946045	-0.0973511
-0.0244141	-0.0958252
-0.0109863	-0.0961304
0.00427246	-0.0979614
0.0238037	-0.101929
0.00427246	-0.106506
-0.0210571	-0.109558
-0.0723267	-0.111389
-0.0985718	-0.112
-0.0656128	-0.112
0.000305176	-0.110779
0.0100708	-0.108337
-0.0201416	-0.104675
-0.00946045	-0.100403
0.0170898	-0.0964355
0.0265503	-0.0933838
0.0170898	-0.0918579
0.03479	-0.0918579
0.0360107	-0.093689
0.0238037	-0.0964355
0.020752	-0.100403
0.071106	-0.105286
0.112915	-0.110779
0.0805664	-0.117798
0.00152588	-0.125732
-0.0488281	-0.135498
-0.0585938	-0.14679
-0.0405884	-0.158386
-0.00183105	-0.169373
0.0390625	-0.179749
0.0747681	-0.190125
0.0778198	-0.200195
0.0558472	-0.209961
0.0228882	-0.219727
0.027771	-0.229187
0.0234985	-0.238037
-0.00305176	-0.245361
-0.0445557	-0.252686
-0.0796509	-0.260315
-0.123901	-0.266724
-0.15564	-0.273743
-0.119629	-0.281372
-0.0500488	-0.287476
0.0204468	-0.292053
0.0469971	-0.296021
0.0439453	-0.299072
0.0363159	-0.301208
0.0241089	-0.30304
-0.00427246	-0.30426
-0.0424194	-0.305176
-0.0564575	-0.306091
-0.0411987	-0.307617
-0.015564	-0.310059
-0.0140381	-0.315552
0.00549316	-0.324402
0.0546265	-0.335999
0.0921631	-0.349121
0.0897217	-0.361633
0.0619507	-0.37262
0.0515747	-0.380554
0.0238037	-0.383606
-0.00549316	-0.378113
-0.0268555	-0.358582
-0.00976563	-0.32074
-0.00823975	-0.263672
-0.0143433	-0.187988
-0.0256348	-0.0973511
-0.0228882	0.00579834
-0.0457764	0.118408
-0.0924683	0.237427
-0.408325	0.356445
-0.547485	0.467834
-0.0265503	0.559387
0.653076	0.617371
1.0379	0.634155
0.87616	0.605774
0.367432	0.534058
-0.169067	0.422668
-0.534363	0.279236
-0.620117	0.114746
-0.480652	-0.0598145
-0.254517	-0.231628
-0.0726318	-0.388489
0.0384521	-0.519104
0.0692749	-0.615234
-0.0140381	-0.674133
-0.180359	-0.697021
-0.353088	-0.688171
-0.440063	-0.655823
-0.465088	-0.609131
-0.402527	-0.558167
-0.186768	-0.509644
0.234985	-0.46875
0.724487	-0.438843
1.09924	-0.418701
1.31622	-0.405884
1.33667	-0.39978
1.01501	-0.39978
0.374146	-0.404053
-0.341797	-0.408936
-0.94696	-0.413513
-1.30737	-0.418396
-1.30829	-0.422058
-1.38519	-0.424194
-1.37299	-0.42511
-0.856934	-0.42511
-0.186157	-0.423889
0.453186	-0.421448
1.39282	-0.418091
1.96045	-0.415344
1.66473	-0.413208
0.896912	-0.411072
0.145569	-0.409546
-0.458374	-0.409241
-0.906067	-0.40863
-1.091	-0.407715
-0.977783	-0.407104
-0.653992	-0.406494
-0.262451	-0.406494
0.0656128	-0.406189
0.274048	-0.405579
0.414734	-0.403748
0.517883	-0.401611
0.563354	-0.399475
0.518494	-0.398254
0.368652	-0.397949
0.167542	-0.397949
-0.0485229	-0.397949
-0.229797	-0.398254
-0.361328	-0.39917
-0.428772	-0.400085
-0.415955	-0.401306
-0.326538	-0.401306
-0.183411	-0.400696
-0.0274658	-0.400085
0.103455	-0.399475
0.197754	-0.397949
0.231934	-0.395813
0.218811	-0.393677
0.158691	-0.391235
0.0656128	-0.389709
-0.010376	-0.389404
-0.0292969	-0.39032
-0.0128174	-0.391235
-0.0134277	-0.391846
-0.0604248	-0.392761
-0.111694	-0.393066
-0.110474	-0.393372
-0.0683594	-0.394897
-0.015564	-0.395508
0.0469971	-0.394592
0.110779	-0.391846
0.141907	-0.388794
0.12207	-0.386047
0.0872803	-0.383911
0.0616455	-0.382385
0.0131226	-0.380554
-0.0631714	-0.378723
-0.123901	-0.376587
-0.157776	-0.374451
-0.148621	-0.37262
-0.115967	-0.370789
-0.0720215	-0.368652
-0.0296021	-0.366516
0.010376	-0.36438
0.0350952	-0.361633
0.0460815	-0.358276
0.0650024	-0.354004
0.0723267	-0.349121
0.0546265	-0.344849
0.0390625	-0.341492
0.03479	-0.337219
0.0332642	-0.332031
0.0106812	-0.327148
-0.0299072	-0.322266
-0.0531006	-0.317383
-0.0305176	-0.312805
0.0247192	-0.308228
0.067749	-0.303345
0.083313	-0.298767
0.0704956	-0.29541
0.0430298	-0.292664
0.0198364	-0.290222
0.00793457	-0.288086
0.00244141	-0.285339
-0.0363159	-0.282593
-0.0881958	-0.280762
-0.107727	-0.279541
-0.0723267	-0.278625
-0.0152588	-0.27832
0.0314331	-0.278015
0.0305176	-0.27771
0.0274658	-0.27832
0.0311279	-0.280151
0.0274658	-0.282593
-0.00152588	-0.285339
-0.0302124	-0.288391
-0.0524902	-0.292358
-0.0524902	-0.297852
-0.0460815	-0.303955
-0.0540161	-0.309753
-0.045166	-0.316162
-0.0418091	-0.323486
-0.0479126	-0.330505
-0.0622559	-0.337219
-0.0292969	-0.343628
0.0222778	-0.349731
0.0628662	-0.354919
0.0582886	-0.359802
0.0439453	-0.36377
0.0466919	-0.367432
0.0469971	-0.371704
0.0286865	-0.375977
0.0088501	-0.379944
0.0427246	-0.383301
0.0692749	-0.386353
0.083313	-0.389099
0.0708008	-0.391541
0.0515747	-0.393066
0.0271606	-0.393372
0.0177002	-0.392761
0.000305176	-0.392151
-0.0390625	-0.391846
-0.0860596	-0.392151
-0.138855	-0.392456
-0.179749	-0.392761
-0.220032	-0.393982
-0.253906	-0.396729
-0.2948	-0.401001
-0.3125	-0.404968
-0.2948	-0.407715
0.107422	-0.40863
0.816956	-0.40802
1.27197	-0.406494
1.21948	-0.404968
0.709534	-0.403748
-0.0637817	-0.401917
-0.737915	-0.39856
-1.0498	-0.394897
-0.993958	-0.392761
-0.687256	-0.391846
-0.353394	-0.39093
-0.116272	-0.39093
0.0524902	-0.391541
0.153198	-0.392761
0.209045	-0.394287
0.259705	-0.395203
0.346375	-0.394592
0.41748	-0.393372
0.387878	-0.392151
0.273438	-0.39093
0.12146	-0.389709
-0.0283813	-0.387878
-0.139465	-0.386353
-0.207214	-0.384216
-0.243835	-0.382385
-0.235596	-0.380554
-0.191345	-0.379639
-0.147095	-0.379333
-0.0964355	-0.378113
-0.0354004	-0.375977
0.0192261	-0.374451
0.0842285	-0.37262
0.15686	-0.370178
0.193176	-0.367432
0.169373	-0.364685
0.109253	-0.363159
0.0540161	-0.362244
0.0390625	-0.361633
0.00549316	-0.361633
-0.0686646	-0.361938
-0.124817	-0.361938
-0.158386	-0.361938
-0.160522	-0.362549
-0.128479	-0.36438
-0.0683594	-0.366821
-0.00549316	-0.368958
0.0418091	-0.369568
0.0674438	-0.368042
0.0671387	-0.364685
0.0558472	-0.361328
0.0460815	-0.357971
0.0323486	-0.354919
0.00274658	-0.350647
-0.0134277	-0.345764
0.00274658	-0.340576
0.0372314	-0.335388
0.0561523	-0.329285
0.0457764	-0.323181
0.0292969	-0.317688
0.00305176	-0.313416
-0.0244141	-0.310059
-0.0421143	-0.307312
-0.0537109	-0.305176
-0.0488281	-0.30365
-0.0161743	-0.303345
0.00854492	-0.303345
-0.00701904	-0.30365
-0.0320435	-0.304565
-0.0512695	-0.305481
-0.0567627	-0.306091
-0.0616455	-0.305481
-0.043335	-0.302734
0.00854492	-0.298462
0.071106	-0.292664
0.104675	-0.286255
0.0979614	-0.280762
0.0921631	-0.276489
0.0875854	-0.274048
0.0839233	-0.274353
0.032959	-0.276184
-0.0314331	-0.279236
-0.0567627	-0.284119
-0.0479126	-0.291443
-0.0350952	-0.300598
-0.0479126	-0.311279
-0.0592041	-0.322266
-0.0839233	-0.332336
-0.0894165	-0.341797
-0.0866699	-0.349731
-0.0546265	-0.357666
0.00732422	-0.365906
0.0601196	-0.374451
0.0967407	-0.382996
0.102844	-0.390015
0.0982666	-0.395508
0.0637817	-0.401001
0.00732422	-0.406494
-0.0430298	-0.411377
-0.0686646	-0.415039
-0.0524902	-0.41626
-0.020752	-0.41626
-0.0012207	-0.415344
0.00640869	-0.413513
0.00488281	-0.411682
0.00152588	-0.409241
-0.000610352	-0.405884
-0.0115967	-0.402832
-0.0286865	-0.400696
-0.0482178	-0.39978
-0.0387573	-0.401001
-0.00396729	-0.404053
0.0195313	-0.409851
0.027771	-0.418396
0.0262451	-0.429382
0.0357056	-0.439758
0.0585938	-0.447998
0.0845337	-0.453491
0.0881958	-0.455322
0.0524902	-0.451355
0.0152588	-0.436707
-0.00610352	-0.408325
-0.0210571	-0.361633
-0.0570679	-0.294495
-0.0805664	-0.208435
-0.0787354	-0.107422
-0.0888062	0.00427246
-0.106812	0.124512
-0.12207	0.250854
-0.121765	0.376587
-0.0817871	0.492554
-0.0128174	0.585938
0.06073	0.643311
0.115662	0.656128
0.160522	0.621643
0.189819	0.540161
0.201416	0.415649
0.203247	0.256958
0.196228	0.0769043
0.174866	-0.110168
0.116882	-0.290222
0.0219727	-0.451965
-0.107422	-0.584106
-0.276489	-0.677795
-0.445251	-0.72937
-0.594177	-0.741272
-0.71991	-0.720215
-0.826721	-0.675354
-0.791016	-0.618591
-0.395508	-0.559998
0.315247	-0.506897
1.07483	-0.463257
1.62109	-0.430908
1.81152	-0.410156
1.60492	-0.39978
1.04034	-0.397034
0.275269	-0.398865
-0.491333	-0.402222
-1.12457	-0.405579
-1.52618	-0.407715
-1.66565	-0.408325
-1.56128	-0.40741
-1.22223	-0.405884
-0.681763	-0.403748
-0.00183105	-0.401001
0.663757	-0.397644
1.15173	-0.394897
1.3681	-0.391235
1.26099	-0.387268
0.900574	-0.382996
0.421448	-0.378723
-0.0259399	-0.375671
-0.350647	-0.374146
-0.556641	-0.37323
-0.655823	-0.372009
-0.645752	-0.370483
-0.526733	-0.369263
-0.324707	-0.368347
-0.0808716	-0.368652
0.180969	-0.370178
0.433044	-0.370178
0.597839	-0.368958
0.617065	-0.367737
0.485229	-0.366211
0.255127	-0.365601
-0.0106812	-0.365295
-0.22522	-0.362854
-0.353394	-0.357971
-0.386047	-0.353088
-0.380859	-0.349121
-0.352173	-0.346375
-0.270691	-0.344238
-0.151062	-0.340271
-0.0378418	-0.335083
0.0366211	-0.3302
0.0976563	-0.326233
0.137634	-0.323181
0.125122	-0.320435
0.0543213	-0.318298
0.00915527	-0.316467
-0.0228882	-0.314941
-0.0512695	-0.31311
-0.0418091	-0.31189
0.0161743	-0.311584
0.0888062	-0.311279
0.139771	-0.310974
0.172424	-0.310059
0.191345	-0.307922
0.186157	-0.305481
0.133972	-0.302734
0.0445557	-0.299072
-0.039978	-0.29541
-0.093689	-0.291748
-0.136719	-0.288086
-0.180359	-0.284424
-0.196533	-0.281372
-0.167542	-0.279846
-0.115662	-0.277405
-0.0720215	-0.273743
-0.0436401	-0.270386
-0.0216675	-0.267944
-0.00823975	-0.265503
0.00854492	-0.261841
0.0219727	-0.257263
0.022583	-0.251465
0.0161743	-0.244751
0.0228882	-0.238953
0.0634766	-0.233459
0.104675	-0.227966
0.114441	-0.222473
0.118103	-0.21637
0.098877	-0.209961
0.0405884	-0.204468
-0.00793457	-0.199585
-0.00915527	-0.195007
-0.00183105	-0.19043
0.00244141	-0.186157
0.0088501	-0.18219
0.000915527	-0.178833
0.000915527	-0.175476
0.0119019	-0.172424
0.0125122	-0.169678
0.0134277	-0.166931
0.0195313	-0.163574
0.0442505	-0.159302
0.0778198	-0.153809
0.0631714	-0.148621
0.0341797	-0.143127
0.0216675	-0.138245
-0.00183105	-0.134888
-0.0228882	-0.133057
-0.0680542	-0.131836
-0.150146	-0.13031
-0.19165	-0.129089
-0.158081	-0.1297
-0.093689	-0.13092
-0.0439453	-0.133362
-0.0314331	-0.137024
-0.0280762	-0.140076
-0.0164795	-0.142517
-0.00518799	-0.145569
0.0167847	-0.149841
0.032959	-0.155334
0.03479	-0.161743
0.0454712	-0.169373
0.0732422	-0.177612
0.0863647	-0.185547
0.0765991	-0.193176
0.0646973	-0.201416
0.0323486	-0.209351
0.00518799	-0.216675
0.0100708	-0.222168
0	-0.22644
-0.00579834	-0.229797
-0.0305176	-0.232849
-0.0366211	-0.235596
-0.0286865	-0.237427
-0.0466919	-0.238037
-0.0296021	-0.238037
-0.0119019	-0.237732
0.00427246	-0.237427
-0.010376	-0.237122
0.0131226	-0.236511
0.0286865	-0.236816
0.0280762	-0.238037
